,Word,Count
1158,customers,4
524,toys,4
2417,encounter,4
1138,idea,4
1933,cafe,4
667,ahead,4
1053,included,4
1692,happened,4
1196,badly,4
1215,manage,4
1052,we,4
1197,pushed,4
1314,complete,4
2594,opinion,4
1695,push,4
188,burger,4
1055,seem,4
1769,standard,4
2397,slinky,4
1046,activities,4
482,local,4
1039,ages,4
61,happen,4
1757,display,4
1065,party,4
1577,simply,4
142,drink,4
656,member,4
198,charge,3
2451,bunch,3
891,standing,3
163,soon,3
1206,resturant,3
1212,eventually,3
1195,behave,3
1142,aged,3
1240,tip,3
1241,hat,3
1432,sister,3
890,hate,3
265,up,3
1204,noticed,3
1404,changed,3
935,cant,3
261,a,3
164,track,3
893,weekdays,3
902,month,3
1187,shanghai,3
1937,hv,3
1220,cause,3
909,ripped,3
1221,behavior,3
1180,yrs,3
937,silly,3
35,fountains,3
1923,discrimination,3
1174,wars,3
2786,loudly,3
2063,walked,3
105,building,3
1945,tokyos,3
2678,asking,3
915,strollers,3
2319,sometimes,3
1835,makes,3
194,hollywood,3
1946,guests,3
1947,occasions,3
1929,upon,3
1407,pace,3
894,slow,3
165,single,3
2401,weird,3
2389,painted,3
252,coz,3
1214,items,3
1034,refurbishment,3
1846,runaway,3
1897,sitting,3
1059,photopass,3
2430,uk,3
1306,ordinary,3
1995,believe,3
2026,order,3
1001,plane,3
1994,five,3
212,travelling,3
1867,perhaps,3
1866,lights,3
211,trains,3
1862,limit,3
987,while,3
984,constantly,3
983,played,3
1308,keeps,3
1309,shouted,3
2731,extra,3
1044,disappoint,3
1331,platinum,3
1888,comment,3
2347,nasty,3
1321,themes,3
1335,learn,3
1890,delight,3
1337,informed,3
1011,addition,3
1315,efforts,3
1881,folks,3
1891,ask,3
1051,advertised,3
1016,organised,3
1345,unable,3
1298,name,3
2435,reached,3
48,gift,3
976,camera,3
161,construction,3
953,sufficient,3
1327,problems,3
2047,daughters,3
1115,spoil,3
203,breakfast,3
1390,large,3
162,finished,3
2408,within,3
1262,wont,3
202,dinner,3
1259,smiling,3
1136,entering,3
943,charges,3
1396,shocked,3
954,otherwise,3
955,talk,3
1278,friday,3
1852,poorly,3
207,grab,3
2333,rules,3
1377,meant,3
971,dancing,3
1383,personally,3
967,buying,3
1091,tour,3
1284,meals,3
1092,started,3
2330,firstly,3
243,sun,3
1851,philharmagic,3
1094,easy,3
1097,patrons,3
1389,recently,3
1099,snacks,3
679,sadly,3
2489,buildings,3
687,event,3
1830,fine,3
1568,childrens,3
1767,sons,3
670,overly,3
1575,drop,3
1765,reservation,3
2267,appear,3
2596,basic,3
